,title,price,make,model,year,mileage,fuel_type,engine_power,engine_capacity,transmission,pollution_standard,gearbox,body_type,country_origin,original_owner,no_accident
155,Mercedes-Benz GLE Coupe 400 d 4Matic 9G-TRONIC AMG Line,99510,Mercedes-Benz,GLE Coupe,2023,1 km,Diesel,330 CP,2 925 cm3,4x4 (manual),Euro 6d,Automata,SUV,,,Da
156,Mercedes-Benz CLA 220 4Matic 8G-DCT Progressive Line Advanced,57354,Mercedes-Benz,CLA,2023,1 km,Benzina,190 CP,1 991 cm3,4x4 (manual),Euro 6d,Automata,Coupe,,,Da
157,Mercedes-Benz G AMG 63 SW Long Aut.,327250,Mercedes-Benz,G,2022,10 km,Benzina,585 CP,3 982 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
158,Mercedes-Benz E 350 D 9G-TRONIC Exclusive,31200,Mercedes-Benz,E,2016,97 000 km,Diesel,258 CP,2 987 cm3,,,Automata,Sedan,,,Da
159,Ford Ranger,45000,Ford,Ranger,2021,45 200 km,Diesel,213 CP,1 996 cm3,,,Automata,SUV,,,
160,BMW Seria 3 318d Touring Aut. Sport Line,10700,BMW,Seria 3,2012,245 000 km,Diesel,143 CP,1 995 cm3,,,Automata,Combi,,,Da
161,Volkswagen Crafter 3.5 CD Bena L3 FWD 75kW,17400,Volkswagen,Crafter,2018,220 000 km,Diesel,102 CP,1 968 cm3,Fata,,Manuala,Monovolum,,,
162,Hyundai I30 2.0 CRDi Premium,3700,Hyundai,I30,2008,227 000 km,Diesel,140 CP,1 991 cm3,Fata,Euro 4,Manuala,Compacta,Austria,,Da
163,Renault Megane 1.5 dCi Sport Edition,6650,Renault,Megane,2012,230 000 km,Diesel,110 CP,1 461 cm3,Fata,Euro 5,Manuala,Combi,Olanda,,Da
164,Renault Megane TCe 140 GPF EDC TECHNO,16990,Renault,Megane,2022,15 500 km,Benzina,140 CP,1 333 cm3,Fata,Euro 6b,Automata,Compacta,Romania,Da,
165,Audi A6 Avant 2.0 TDI Multitronic,16500,Audi,A6,2014,233 000 km,Diesel,177 CP,1 968 cm3,Fata,Euro 5,Automata,Sedan,Olanda,,Da
166,Hyundai IONIQ Hybrid 1.6 GDI Style,19397,Hyundai,IONIQ,2019,67 796 km,Hibrid,105 CP,1 580 cm3,Fata,Euro 6,Automata,Sedan,Germania,,
167,Dacia Logan 1.2 75CP Ambiance,6590,Dacia,Logan,2014,20 741 km,Benzina,75 CP,1 149 cm3,Fata,Euro 5,Manuala,Sedan,Romania,Da,
168,Mitsubishi ASX 1.6 DI-D 2WD Top,12300,Mitsubishi,ASX,2017,201 000 km,Diesel,114 CP,1 560 cm3,,Euro 6,Manuala,SUV,Germania,Da,Da
169,Audi Q8 50 TDI quattro tiptronic,65000,Audi,Q8,2019,109 000 km,Diesel,285 CP,2 967 cm3,,,Automata,SUV,,,
170,Volkswagen Polo 1.2 Attractive,2750,Volkswagen,Polo,2008,236 100 km,Benzina,64 CP,1 198 cm3,,,Manuala,Masina de oras,,,
171,Volkswagen Passat CC 2.0 TDI 4Motion BlueMotion Technology DSG,13990,Volkswagen,Passat CC,2014,199 000 km,Diesel,177 CP,1 968 cm3,4x4 (manual),,Automata,Sedan,,,Da
172,Mercedes-Benz CLA 220 4Matic 8G-DCT Progressive Line Advanced,57354,Mercedes-Benz,CLA,2023,1 km,Benzina,190 CP,1 991 cm3,4x4 (manual),Euro 6d,Automata,Coupe,,,Da
173,Mercedes-Benz GLE Coupe 400 e 4Matic 9G-TRONIC AMG Line Advanced Plus,114169,Mercedes-Benz,GLE Coupe,2023,1 km,Hibrid,252 CP,1 999 cm3,4x4 (manual),Euro 6d,Automata,SUV,,,Da
174,Mercedes-Benz G AMG 63 SW Long Aut.,327250,Mercedes-Benz,G,2022,10 km,Benzina,585 CP,3 982 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
175,Ford Ranger,45000,Ford,Ranger,2021,45 200 km,Diesel,213 CP,1 996 cm3,,,Automata,SUV,,,
176,BMW Seria 3 318d Touring Aut. Sport Line,10700,BMW,Seria 3,2012,245 000 km,Diesel,143 CP,1 995 cm3,,,Automata,Combi,,,Da
177,Hyundai I30 2.0 CRDi Premium,3700,Hyundai,I30,2008,227 000 km,Diesel,140 CP,1 991 cm3,Fata,Euro 4,Manuala,Compacta,Austria,,Da
178,Volkswagen Passat Variant 1.6 TDI BlueMotion Technology Trendline,4200,Volkswagen,Passat,2010,265 000 km,Diesel,105 CP,1 598 cm3,Fata,Euro 5,Manuala,Combi,Franta,,Da
179,Audi A6 Avant 2.0 TDI Multitronic,16500,Audi,A6,2014,233 000 km,Diesel,177 CP,1 968 cm3,Fata,Euro 5,Automata,Sedan,Olanda,,Da
180,Dacia Logan 1.2 75CP Ambiance,6590,Dacia,Logan,2014,20 741 km,Benzina,75 CP,1 149 cm3,Fata,Euro 5,Manuala,Sedan,Romania,Da,
181,Audi Q8 50 TDI quattro tiptronic,65000,Audi,Q8,2019,109 000 km,Diesel,285 CP,2 967 cm3,,,Automata,SUV,,,
182,Volkswagen Golf 1.4 TSI DSG Highline,7950,Volkswagen,Golf,2009,147 000 km,Benzina,122 CP,1 390 cm3,Fata,Euro 5,Automata,Compacta,Germania,Da,Da
183,BMW i3 94 Ah,13900,BMW,i3,2017,136 000 km,Electric,170 CP,,Spate,,Automata,Masina de oras,Germania,,Da
184,Volkswagen Golf 1.6 TDI BlueMotion Technology Trendline,4599,Volkswagen,Golf,2012,272 000 km,Diesel,110 CP,1 598 cm3,,,Manuala,Combi,,,
185,Audi A3 35 TFSI Sportback advanced,22610,Audi,A3,2022,80 851 km,Benzina,150 CP,1 498 cm3,Fata,Euro 6d-Temp,Manuala,Compacta,,Da,Da
186,Mercedes-Benz S 500 4MATIC Long Aut,43250,Mercedes-Benz,S,2014,96 500 km,Benzina,455 CP,4 663 cm3,4x4 (automat),Euro 6,Automata,Sedan,Romania,Da,Da
187,Mercedes-Benz GLE 350 de 4Matic 9G-TRONIC AMG Line,94356,Mercedes-Benz,GLE,2022,1 km,Hibrid,194 CP,1 950 cm3,4x4 (manual),Euro 6d,Automata,SUV,,,Da
188,Mercedes-Benz CLA 220 4Matic 8G-DCT Progressive Line Advanced,57354,Mercedes-Benz,CLA,2023,1 km,Benzina,190 CP,1 991 cm3,4x4 (manual),Euro 6d,Automata,Coupe,,,Da
189,BMW Seria 3 318d Touring Aut. Sport Line,10700,BMW,Seria 3,2012,245 000 km,Diesel,143 CP,1 995 cm3,,,Automata,Combi,,,Da
190,Hyundai Tucson 1.6 GDI 2WD 6MT Comfort,18800,Hyundai,Tucson,2020,22 325 km,Benzina,132 CP,1 591 cm3,,,Manuala,SUV,,Da,Da
191,Volkswagen Crafter 3.5 CD Bena L3 FWD 75kW,17400,Volkswagen,Crafter,2018,220 000 km,Diesel,102 CP,1 968 cm3,Fata,,Manuala,Monovolum,,,
192,Renault Megane 1.5 dCi Sport Edition,6650,Renault,Megane,2012,230 000 km,Diesel,110 CP,1 461 cm3,Fata,Euro 5,Manuala,Combi,Olanda,,Da
193,Opel Corsa 1.2i Easytronic Essentia,5990,Opel,Corsa,2011,168 000 km,Benzina,80 CP,1 229 cm3,Fata,Euro 5,Automata,Masina de oras,Germania,Da,Da
194,Audi A6 Avant 2.0 TDI Multitronic,16500,Audi,A6,2014,233 000 km,Diesel,177 CP,1 968 cm3,Fata,Euro 5,Automata,Sedan,Olanda,,Da
195,Nissan Juke 1.5 dCi Tekna,6999,Nissan,Juke,2012,184 227 km,Diesel,110 CP,1 461 cm3,Fata,Euro 5,Manuala,SUV,Franta,Da,Da
196,Mitsubishi ASX 1.6 DI-D 2WD Top,12300,Mitsubishi,ASX,2017,201 000 km,Diesel,114 CP,1 560 cm3,,Euro 6,Manuala,SUV,Germania,Da,Da
197,Audi Q8 50 TDI quattro tiptronic,65000,Audi,Q8,2019,109 000 km,Diesel,285 CP,2 967 cm3,,,Automata,SUV,,,
198,Volkswagen Polo 1.2 Attractive,2750,Volkswagen,Polo,2008,236 100 km,Benzina,64 CP,1 198 cm3,,,Manuala,Masina de oras,,,
199,Peugeot 3008 2.0 BlueHDI S&S EAT6 GT,17500,Peugeot,3008,2018,266 670 km,Diesel,180 CP,1 997 cm3,Fata,Euro 6,Automata,SUV,Italia,,
200,BMW Seria 4 430d Coupe Sport-Aut. M Sport,22000,BMW,Seria 4,2014,260 000 km,Diesel,258 CP,2 993 cm3,Spate,,Automata,Coupe,Ungaria,,Da
201,BMW i3 94 Ah,13900,BMW,i3,2017,136 000 km,Electric,170 CP,,Spate,,Automata,Masina de oras,Germania,,Da
202,Mercedes-Benz S 500 4MATIC Long Aut,43250,Mercedes-Benz,S,2014,96 500 km,Benzina,455 CP,4 663 cm3,4x4 (automat),Euro 6,Automata,Sedan,Romania,Da,Da
203,Mercedes-Benz CLA 220 4Matic 8G-DCT Progressive Line Advanced,57354,Mercedes-Benz,CLA,2023,1 km,Benzina,190 CP,1 991 cm3,4x4 (manual),Euro 6d,Automata,Coupe,,,Da
204,Mercedes-Benz G AMG 63 SW Long Aut.,327250,Mercedes-Benz,G,2022,10 km,Benzina,585 CP,3 982 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
205,Volkswagen Crafter 3.5 CD Bena L3 FWD 75kW,17400,Volkswagen,Crafter,2018,220 000 km,Diesel,102 CP,1 968 cm3,Fata,,Manuala,Monovolum,,,
206,Hyundai I30 2.0 CRDi Premium,3700,Hyundai,I30,2008,227 000 km,Diesel,140 CP,1 991 cm3,Fata,Euro 4,Manuala,Compacta,Austria,,Da
207,Opel Corsa 1.2i Easytronic Essentia,5990,Opel,Corsa,2011,168 000 km,Benzina,80 CP,1 229 cm3,Fata,Euro 5,Automata,Masina de oras,Germania,Da,Da
208,Audi A6 Avant 2.0 TDI Multitronic,16500,Audi,A6,2014,233 000 km,Diesel,177 CP,1 968 cm3,Fata,Euro 5,Automata,Sedan,Olanda,,Da
209,Mitsubishi ASX 1.6 DI-D 2WD Top,12300,Mitsubishi,ASX,2017,201 000 km,Diesel,114 CP,1 560 cm3,,Euro 6,Manuala,SUV,Germania,Da,Da
210,BMW Seria 4 430d Coupe Sport-Aut. M Sport,22000,BMW,Seria 4,2014,260 000 km,Diesel,258 CP,2 993 cm3,Spate,,Automata,Coupe,Ungaria,,Da
211,Volkswagen Golf 1.6 TDI BlueMotion Technology Trendline,4599,Volkswagen,Golf,2012,272 000 km,Diesel,110 CP,1 598 cm3,,,Manuala,Combi,,,
212,Mercedes-Benz GLE 350 de 4Matic 9G-TRONIC AMG Line,94356,Mercedes-Benz,GLE,2022,1 km,Hibrid,194 CP,1 950 cm3,4x4 (manual),Euro 6d,Automata,SUV,,,Da
213,Mercedes-Benz GLE Coupe 400 d 4Matic 9G-TRONIC AMG Line,99510,Mercedes-Benz,GLE Coupe,2023,1 km,Diesel,330 CP,2 925 cm3,4x4 (manual),Euro 6d,Automata,SUV,,,Da
214,Mercedes-Benz CLA 220 4Matic 8G-DCT Progressive Line Advanced,57354,Mercedes-Benz,CLA,2023,1 km,Benzina,190 CP,1 991 cm3,4x4 (manual),Euro 6d,Automata,Coupe,,,Da
215,Mercedes-Benz GLE Coupe 400 e 4Matic 9G-TRONIC AMG Line Advanced Plus,114169,Mercedes-Benz,GLE Coupe,2023,1 km,Hibrid,252 CP,1 999 cm3,4x4 (manual),Euro 6d,Automata,SUV,,,Da
216,Mercedes-Benz E 350 D 9G-TRONIC Exclusive,31200,Mercedes-Benz,E,2016,97 000 km,Diesel,258 CP,2 987 cm3,,,Automata,Sedan,,,Da
217,BMW Seria 3 318d Touring Aut. Sport Line,10700,BMW,Seria 3,2012,245 000 km,Diesel,143 CP,1 995 cm3,,,Automata,Combi,,,Da
218,Volkswagen Crafter 3.5 CD Bena L3 FWD 75kW,17400,Volkswagen,Crafter,2018,220 000 km,Diesel,102 CP,1 968 cm3,Fata,,Manuala,Monovolum,,,
219,Renault Megane 1.5 dCi Sport Edition,6650,Renault,Megane,2012,230 000 km,Diesel,110 CP,1 461 cm3,Fata,Euro 5,Manuala,Combi,Olanda,,Da
220,Renault Megane TCe 140 GPF EDC TECHNO,16990,Renault,Megane,2022,15 500 km,Benzina,140 CP,1 333 cm3,Fata,Euro 6b,Automata,Compacta,Romania,Da,
221,Opel Corsa 1.2i Easytronic Essentia,5990,Opel,Corsa,2011,168 000 km,Benzina,80 CP,1 229 cm3,Fata,Euro 5,Automata,Masina de oras,Germania,Da,Da
222,Hyundai IONIQ Hybrid 1.6 GDI Style,19397,Hyundai,IONIQ,2019,67 796 km,Hibrid,105 CP,1 580 cm3,Fata,Euro 6,Automata,Sedan,Germania,,
223,Dacia Logan 1.2 75CP Ambiance,6590,Dacia,Logan,2014,20 741 km,Benzina,75 CP,1 149 cm3,Fata,Euro 5,Manuala,Sedan,Romania,Da,
224,Nissan Juke 1.5 dCi Tekna,6999,Nissan,Juke,2012,184 227 km,Diesel,110 CP,1 461 cm3,Fata,Euro 5,Manuala,SUV,Franta,Da,Da
225,Mitsubishi ASX 1.6 DI-D 2WD Top,12300,Mitsubishi,ASX,2017,201 000 km,Diesel,114 CP,1 560 cm3,,Euro 6,Manuala,SUV,Germania,Da,Da
226,Audi Q8 50 TDI quattro tiptronic,65000,Audi,Q8,2019,109 000 km,Diesel,285 CP,2 967 cm3,,,Automata,SUV,,,
227,Volkswagen Polo 1.2 Attractive,2750,Volkswagen,Polo,2008,236 100 km,Benzina,64 CP,1 198 cm3,,,Manuala,Masina de oras,,,
228,Volkswagen Golf 1.4 TSI DSG Highline,7950,Volkswagen,Golf,2009,147 000 km,Benzina,122 CP,1 390 cm3,Fata,Euro 5,Automata,Compacta,Germania,Da,Da
229,Volkswagen Passat CC 2.0 TDI 4Motion BlueMotion Technology DSG,13990,Volkswagen,Passat CC,2014,199 000 km,Diesel,177 CP,1 968 cm3,4x4 (manual),,Automata,Sedan,,,Da
230,Mercedes-Benz GLE 350 de 4Matic 9G-TRONIC AMG Line,94356,Mercedes-Benz,GLE,2022,1 km,Hibrid,194 CP,1 950 cm3,4x4 (manual),Euro 6d,Automata,SUV,,,Da
231,Mercedes-Benz GLE Coupe 400 d 4Matic 9G-TRONIC AMG Line,99510,Mercedes-Benz,GLE Coupe,2023,1 km,Diesel,330 CP,2 925 cm3,4x4 (manual),Euro 6d,Automata,SUV,,,Da
232,Mercedes-Benz GLC Coupe 400 e 4Matic 9G-TRONIC AMG Line Advanced,101711,Mercedes-Benz,GLC Coupe,2023,1 km,Hibrid,252 CP,1 999 cm3,4x4 (manual),Euro 6d,Automata,SUV,,,Da
233,Mercedes-Benz G AMG 63 SW Long Aut.,327250,Mercedes-Benz,G,2022,10 km,Benzina,585 CP,3 982 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
234,Hyundai Tucson 1.6 GDI 2WD 6MT Comfort,18800,Hyundai,Tucson,2020,22 325 km,Benzina,132 CP,1 591 cm3,,,Manuala,SUV,,Da,Da
235,Volkswagen Crafter 3.5 CD Bena L3 FWD 75kW,17400,Volkswagen,Crafter,2018,220 000 km,Diesel,102 CP,1 968 cm3,Fata,,Manuala,Monovolum,,,
236,Renault Megane 1.5 dCi Sport Edition,6650,Renault,Megane,2012,230 000 km,Diesel,110 CP,1 461 cm3,Fata,Euro 5,Manuala,Combi,Olanda,,Da
237,Volkswagen Passat Variant 1.6 TDI BlueMotion Technology Trendline,4200,Volkswagen,Passat,2010,265 000 km,Diesel,105 CP,1 598 cm3,Fata,Euro 5,Manuala,Combi,Franta,,Da
238,Audi A6 Avant 2.0 TDI Multitronic,16500,Audi,A6,2014,233 000 km,Diesel,177 CP,1 968 cm3,Fata,Euro 5,Automata,Sedan,Olanda,,Da
239,Nissan Juke 1.5 dCi Tekna,6999,Nissan,Juke,2012,184 227 km,Diesel,110 CP,1 461 cm3,Fata,Euro 5,Manuala,SUV,Franta,Da,Da
240,BMW i3 94 Ah,13900,BMW,i3,2017,136 000 km,Electric,170 CP,,Spate,,Automata,Masina de oras,Germania,,Da
241,Volkswagen Golf 1.6 TDI BlueMotion Technology Trendline,4599,Volkswagen,Golf,2012,272 000 km,Diesel,110 CP,1 598 cm3,,,Manuala,Combi,,,
242,Audi A3 35 TFSI Sportback advanced,22610,Audi,A3,2022,80 851 km,Benzina,150 CP,1 498 cm3,Fata,Euro 6d-Temp,Manuala,Compacta,,Da,Da
243,Ford Focus 1.5 EcoBlue ST Line Business,12900,Ford,Focus,2019,147 800 km,Diesel,120 CP,1 499 cm3,Fata,Euro 6d,Manuala,Combi,Germania,Da,Da
244,Volkswagen Golf 2.0 TDI DPF 4Motion Highline,6499,Volkswagen,Golf,2010,257 359 km,Diesel,140 CP,1 968 cm3,4x4 (automat),,Manuala,Compacta,,,
245,Nissan Qashqai 1.6 DCi ALL-MODE 4x4i TEKNA,15799,Nissan,Qashqai,2017,165 000 km,Diesel,130 CP,1 598 cm3,4x4 (manual),Euro 6,Manuala,SUV,Germania,Da,Da
246,Mercedes-Benz E,18600,Mercedes-Benz,E,2015,133 500 km,Diesel,130 CP,2 143 cm3,,Euro 6,Automata,Sedan,,Da,Da
247,Mazda CX-5 CD175 4x4 AT Revolution,11000,Mazda,CX-5,2014,219 500 km,Diesel,175 CP,2 191 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,Da
248,Volkswagen Golf 1.6 TDI DPF Style,5500,Volkswagen,Golf,2012,217 000 km,Diesel,105 CP,1 598 cm3,Fata,Euro 5,Manuala,Combi,Germania,Da,Da
249,Mercedes-Benz S 500 4MATIC Long Aut,43250,Mercedes-Benz,S,2014,96 500 km,Benzina,455 CP,4 663 cm3,4x4 (automat),Euro 6,Automata,Sedan,Romania,Da,Da
250,Mercedes-Benz GLC Coupe 400 e 4Matic 9G-TRONIC AMG Line Advanced,101711,Mercedes-Benz,GLC Coupe,2023,1 km,Hibrid,252 CP,1 999 cm3,4x4 (manual),Euro 6d,Automata,SUV,,,Da
251,Ford Ranger,45000,Ford,Ranger,2021,45 200 km,Diesel,213 CP,1 996 cm3,,,Automata,SUV,,,
252,BMW Seria 3 318d Touring Aut. Sport Line,10700,BMW,Seria 3,2012,245 000 km,Diesel,143 CP,1 995 cm3,,,Automata,Combi,,,Da
253,Volkswagen Crafter 3.5 CD Bena L3 FWD 75kW,17400,Volkswagen,Crafter,2018,220 000 km,Diesel,102 CP,1 968 cm3,Fata,,Manuala,Monovolum,,,
254,Hyundai I30 2.0 CRDi Premium,3700,Hyundai,I30,2008,227 000 km,Diesel,140 CP,1 991 cm3,Fata,Euro 4,Manuala,Compacta,Austria,,Da
255,Renault Megane 1.5 dCi Sport Edition,6650,Renault,Megane,2012,230 000 km,Diesel,110 CP,1 461 cm3,Fata,Euro 5,Manuala,Combi,Olanda,,Da
256,Ford Focus 1.5 EcoBlue ST Line Business,12900,Ford,Focus,2019,147 800 km,Diesel,120 CP,1 499 cm3,Fata,Euro 6d,Manuala,Combi,Germania,Da,Da
257,Nissan Qashqai 1.6 DCi ALL-MODE 4x4i TEKNA,15799,Nissan,Qashqai,2017,165 000 km,Diesel,130 CP,1 598 cm3,4x4 (manual),Euro 6,Manuala,SUV,Germania,Da,Da
258,Toyota Prius,7400,Toyota,Prius,2012,253 000 km,Benzina,99 CP,1 798 cm3,Fata,,Automata,Sedan,,,
259,Volkswagen Golf 1.6 TDI DPF Style,5500,Volkswagen,Golf,2012,217 000 km,Diesel,105 CP,1 598 cm3,Fata,Euro 5,Manuala,Combi,Germania,Da,Da
260,Audi Q8 50 TDI quattro tiptronic,97900,Audi,Q8,2023,10 km,Diesel,286 CP,2 967 cm3,4x4 (automat),Euro 6,Automata,SUV,,Da,Da
261,Mercedes-Benz S 500 4MATIC Long Aut,43250,Mercedes-Benz,S,2014,96 500 km,Benzina,455 CP,4 663 cm3,4x4 (automat),Euro 6,Automata,Sedan,Romania,Da,Da
262,Mercedes-Benz GLE Coupe 400 d 4Matic 9G-TRONIC AMG Line,99510,Mercedes-Benz,GLE Coupe,2023,1 km,Diesel,330 CP,2 925 cm3,4x4 (manual),Euro 6d,Automata,SUV,,,Da
263,Mercedes-Benz CLA 220 4Matic 8G-DCT Progressive Line Advanced,57354,Mercedes-Benz,CLA,2023,1 km,Benzina,190 CP,1 991 cm3,4x4 (manual),Euro 6d,Automata,Coupe,,,Da
264,Mercedes-Benz GLE Coupe 400 e 4Matic 9G-TRONIC AMG Line Advanced Plus,114169,Mercedes-Benz,GLE Coupe,2023,1 km,Hibrid,252 CP,1 999 cm3,4x4 (manual),Euro 6d,Automata,SUV,,,Da
265,Mercedes-Benz G AMG 63 SW Long Aut.,327250,Mercedes-Benz,G,2022,10 km,Benzina,585 CP,3 982 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
266,Hyundai I30 2.0 CRDi Premium,3700,Hyundai,I30,2008,227 000 km,Diesel,140 CP,1 991 cm3,Fata,Euro 4,Manuala,Compacta,Austria,,Da
267,Renault Megane 1.5 dCi Sport Edition,6650,Renault,Megane,2012,230 000 km,Diesel,110 CP,1 461 cm3,Fata,Euro 5,Manuala,Combi,Olanda,,Da
268,Opel Corsa 1.2i Easytronic Essentia,5990,Opel,Corsa,2011,168 000 km,Benzina,80 CP,1 229 cm3,Fata,Euro 5,Automata,Masina de oras,Germania,Da,Da
269,Hyundai IONIQ Hybrid 1.6 GDI Style,19397,Hyundai,IONIQ,2019,67 796 km,Hibrid,105 CP,1 580 cm3,Fata,Euro 6,Automata,Sedan,Germania,,
270,Ford Focus 1.5 EcoBlue ST Line Business,12900,Ford,Focus,2019,147 800 km,Diesel,120 CP,1 499 cm3,Fata,Euro 6d,Manuala,Combi,Germania,Da,Da
271,Volkswagen Golf 2.0 TDI DPF 4Motion Highline,6499,Volkswagen,Golf,2010,257 359 km,Diesel,140 CP,1 968 cm3,4x4 (automat),,Manuala,Compacta,,,
272,Fiat Sedici 1.9 Multijet Dynamic,3150,Fiat,Sedici,2006,290 000 km,Diesel,120 CP,1 910 cm3,4x4 (automat),,Manuala,SUV,,,
273,Audi Q3 2.0 TDI Quattro,13300,Audi,Q3,2013,202 500 km,Diesel,140 CP,1 968 cm3,4x4 (manual),Euro 5,Manuala,SUV,,,Da
274,Ford Kuga,27999,Ford,Kuga,2022,22 567 km,Benzina,150 CP,1 496 cm3,,Euro 6,Manuala,SUV,,Da,Da
275,BMW Seria 4,29600,BMW,Seria 4,2014,95 000 km,Benzina,245 CP,1 997 cm3,,Euro 6,Automata,Coupe,,,
276,Renault Scenic,1799,Renault,Scenic,2010,160 000 km,Benzina + GPL,135 CP,1 998 cm3,,,Automata,Monovolum,,,
277,Audi Q8 50 TDI quattro tiptronic,97900,Audi,Q8,2023,10 km,Diesel,286 CP,2 967 cm3,4x4 (automat),Euro 6,Automata,SUV,,Da,Da
278,Mercedes-Benz GLC Coupe 400 e 4Matic 9G-TRONIC AMG Line Advanced,101711,Mercedes-Benz,GLC Coupe,2023,1 km,Hibrid,252 CP,1 999 cm3,4x4 (manual),Euro 6d,Automata,SUV,,,Da
279,Mercedes-Benz CLA 220 4Matic 8G-DCT Progressive Line Advanced,57354,Mercedes-Benz,CLA,2023,1 km,Benzina,190 CP,1 991 cm3,4x4 (manual),Euro 6d,Automata,Coupe,,,Da
280,Mercedes-Benz GLE Coupe 400 e 4Matic 9G-TRONIC AMG Line Advanced Plus,114169,Mercedes-Benz,GLE Coupe,2023,1 km,Hibrid,252 CP,1 999 cm3,4x4 (manual),Euro 6d,Automata,SUV,,,Da
281,Mercedes-Benz GLE Coupe 450 d 4Matic 9G-TRONIC AMG Line Advanced Plus,122623,Mercedes-Benz,GLE Coupe,2023,1 km,Diesel,367 CP,2 989 cm3,4x4 (manual),Euro 6d,Automata,SUV,,,Da
282,Mercedes-Benz E 350 D 9G-TRONIC Exclusive,31200,Mercedes-Benz,E,2016,97 000 km,Diesel,258 CP,2 987 cm3,,,Automata,Sedan,,,Da
283,Ford Ranger,45000,Ford,Ranger,2021,45 200 km,Diesel,213 CP,1 996 cm3,,,Automata,SUV,,,
284,BMW Seria 3 318d Touring Aut. Sport Line,10700,BMW,Seria 3,2012,245 000 km,Diesel,143 CP,1 995 cm3,,,Automata,Combi,,,Da
285,Volkswagen Crafter 3.5 CD Bena L3 FWD 75kW,17400,Volkswagen,Crafter,2018,220 000 km,Diesel,102 CP,1 968 cm3,Fata,,Manuala,Monovolum,,,
286,Hyundai I30 2.0 CRDi Premium,3700,Hyundai,I30,2008,227 000 km,Diesel,140 CP,1 991 cm3,Fata,Euro 4,Manuala,Compacta,Austria,,Da
287,Renault Megane 1.5 dCi Sport Edition,6650,Renault,Megane,2012,230 000 km,Diesel,110 CP,1 461 cm3,Fata,Euro 5,Manuala,Combi,Olanda,,Da
288,Volkswagen Passat Variant 1.6 TDI BlueMotion Technology Trendline,4200,Volkswagen,Passat,2010,265 000 km,Diesel,105 CP,1 598 cm3,Fata,Euro 5,Manuala,Combi,Franta,,Da
289,Renault Megane TCe 140 GPF EDC TECHNO,16990,Renault,Megane,2022,15 500 km,Benzina,140 CP,1 333 cm3,Fata,Euro 6b,Automata,Compacta,Romania,Da,
290,Audi A6 Avant 2.0 TDI Multitronic,16500,Audi,A6,2014,233 000 km,Diesel,177 CP,1 968 cm3,Fata,Euro 5,Automata,Sedan,Olanda,,Da
291,Volkswagen Golf 2.0 TDI DPF 4Motion Highline,6499,Volkswagen,Golf,2010,257 359 km,Diesel,140 CP,1 968 cm3,4x4 (automat),,Manuala,Compacta,,,
292,Fiat Sedici 1.9 Multijet Dynamic,3150,Fiat,Sedici,2006,290 000 km,Diesel,120 CP,1 910 cm3,4x4 (automat),,Manuala,SUV,,,
293,Audi Q3 2.0 TDI Quattro,13300,Audi,Q3,2013,202 500 km,Diesel,140 CP,1 968 cm3,4x4 (manual),Euro 5,Manuala,SUV,,,Da
294,Toyota Prius,7400,Toyota,Prius,2012,253 000 km,Benzina,99 CP,1 798 cm3,Fata,,Automata,Sedan,,,
295,Ford Kuga,27999,Ford,Kuga,2022,22 567 km,Benzina,150 CP,1 496 cm3,,Euro 6,Manuala,SUV,,Da,Da
296,BMW Seria 4,29600,BMW,Seria 4,2014,95 000 km,Benzina,245 CP,1 997 cm3,,Euro 6,Automata,Coupe,,,
297,Renault Scenic,1799,Renault,Scenic,2010,160 000 km,Benzina + GPL,135 CP,1 998 cm3,,,Automata,Monovolum,,,
298,Mazda CX-5 CD175 4x4 AT Revolution,11000,Mazda,CX-5,2014,219 500 km,Diesel,175 CP,2 191 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,Da
299,Audi Q8 50 TDI quattro tiptronic,97900,Audi,Q8,2023,10 km,Diesel,286 CP,2 967 cm3,4x4 (automat),Euro 6,Automata,SUV,,Da,Da
300,Mercedes-Benz S 500 4MATIC Long Aut,43250,Mercedes-Benz,S,2014,96 500 km,Benzina,455 CP,4 663 cm3,4x4 (automat),Euro 6,Automata,Sedan,Romania,Da,Da
301,Mercedes-Benz GLE Coupe 400 d 4Matic 9G-TRONIC AMG Line,99510,Mercedes-Benz,GLE Coupe,2023,1 km,Diesel,330 CP,2 925 cm3,4x4 (manual),Euro 6d,Automata,SUV,,,Da
302,Mercedes-Benz GLC Coupe 400 e 4Matic 9G-TRONIC AMG Line Advanced,101711,Mercedes-Benz,GLC Coupe,2023,1 km,Hibrid,252 CP,1 999 cm3,4x4 (manual),Euro 6d,Automata,SUV,,,Da
303,Mercedes-Benz GLE Coupe 400 e 4Matic 9G-TRONIC AMG Line Advanced Plus,114169,Mercedes-Benz,GLE Coupe,2023,1 km,Hibrid,252 CP,1 999 cm3,4x4 (manual),Euro 6d,Automata,SUV,,,Da
